Polarization of Light 'theta' Data File Wed, Jan 25, 2023 2:53 PM
Sensor Position (Radians)	Light Intensity (Volts)
0.59778	2.52121
0.59778	2.50848
0.60214	2.50349
0.60214	2.49076
0.60650	2.47804
0.61087	2.46950
0.61523	2.45984
0.61523	2.44582
0.61959	2.43471
0.61959	2.42955
0.62396	2.41924
0.62832	2.40394
0.63268	2.39621
0.63268	2.38767
0.63705	2.37607
0.63705	2.36383
0.64141	2.36351
0.64141	2.35336
0.64577	2.34949
0.64577	2.34144
0.65014	2.33113
0.65014	2.32082
0.65450	2.31003
0.65886	2.29569
0.65886	2.29231
0.66323	2.28425
0.66759	2.27250
0.66759	2.26203
0.67195	2.25413
0.67195	2.24624
0.67632	2.23641
0.68068	2.22385
0.68504	2.21499
0.68504	2.20033
0.68941	2.19131
0.69377	2.17713
0.69813	2.16715
0.70250	2.15297
0.70686	2.13735
0.70686	2.12043
0.71122	2.10481
0.71995	2.08999
0.71995	2.07839
0.72431	2.05938
0.72867	2.05374
0.73304	2.04231
0.73304	2.02137
0.73740	2.01235
0.73740	1.99817
0.74176	1.99060
0.74613	1.98400
0.74613	1.97723
0.75049	1.96338
0.75049	1.95339
0.75485	1.94066
0.75922	1.93229
0.76358	1.91521
0.76794	1.89717
0.77231	1.88606
0.77667	1.86367
0.78103	1.84885
0.78540	1.84337
0.78976	1.82195
0.79412	1.80052
0.79849	1.77459
0.80285	1.76219
0.80721	1.75139
0.81158	1.73577
0.81594	1.72191
0.81594	1.70951
0.82030	1.70178
0.82030	1.68954
0.82467	1.68406
0.82903	1.66988
0.83339	1.65925
0.83339	1.64556
0.83776	1.63074
0.84212	1.62092
0.84648	1.60030
0.85085	1.59047
0.85957	1.56792
0.86394	1.54569
0.86830	1.52668
0.87266	1.51154
0.87703	1.49318
0.88139	1.48416
0.88139	1.46757
0.89012	1.44920
0.89448	1.43519
0.89884	1.41521
0.90321	1.40410
0.90321	1.39282
0.90757	1.38026
0.91193	1.36576
0.91630	1.35046
0.92066	1.33951
0.92939	1.31985
0.93375	1.29424
0.93375	1.28780
0.93811	1.27684
0.94248	1.26831
0.94248	1.25317
0.94684	1.25381
0.94684	1.24237
0.95120	1.23512
0.95120	1.23094
0.95557	1.21821
0.95993	1.20210
0.96429	1.19131
0.96429	1.17858
0.96866	1.16425
0.97738	1.14411
0.98175	1.12043
0.99047	1.09273
0.99920	1.07759
1.00356	1.05262
1.01229	1.03200
1.01665	1.01235
1.02102	0.99592
1.02538	0.98963
1.02538	0.97981
1.02974	0.96579
1.03411	0.94920
1.03847	0.93857
1.04283	0.92681
1.04720	0.91328
1.05156	0.89653
1.05592	0.87913
1.06465	0.86560
1.06465	0.85175
1.06901	0.84531
1.07338	0.82871
1.07774	0.80761
1.08647	0.79118
1.09519	0.77185
1.09956	0.75526
1.10828	0.73078
1.11265	0.71531
1.11701	0.69341
1.12574	0.68116
1.13010	0.66747
1.13446	0.65120
1.13883	0.64154
1.14319	0.62833
1.14755	0.61963
1.15192	0.60674
1.15628	0.59273
1.15628	0.58677
1.16064	0.57501
1.16937	0.56245
1.17373	0.54376
1.18246	0.52185
1.18682	0.50252
1.19119	0.49350
1.19555	0.48883
1.19991	0.47868
1.19991	0.47337
1.20428	0.46258
1.20864	0.45919
1.21300	0.45098
1.21300	0.43874
1.21737	0.43326
1.22609	0.42102
1.23046	0.40797
1.23482	0.39863
1.23918	0.38671
1.24355	0.37930
1.24791	0.36786
1.25227	0.35900
1.25227	0.35014
1.26100	0.33741
1.26536	0.32775
1.26973	0.31809
1.27409	0.30890
1.27845	0.29827
1.28282	0.29006
1.28718	0.28152
1.29154	0.27411
1.29591	0.26493
1.30027	0.25816
1.30463	0.24785
1.30900	0.24399
1.30900	0.23561
1.31336	0.22723
1.31772	0.21902
1.32209	0.21515
1.32645	0.21048
1.33081	0.20597
1.33518	0.19582
1.33954	0.19131
1.33954	0.18358
1.34827	0.17504
1.35263	0.16667
1.35699	0.16022
1.36136	0.15636
1.36572	0.15040
1.36572	0.14895
1.37008	0.13928
1.37445	0.13655
1.37445	0.13236
1.37881	0.12753
1.38317	0.12092
1.38754	0.11335
1.39626	0.10513
1.40499	0.09869
1.40935	0.08903
1.41372	0.08403
1.41808	0.08001
1.42244	0.07227
1.43117	0.06519
1.43553	0.05907
1.43553	0.05987
1.43990	0.05842
1.44426	0.05536
1.44426	0.05198
1.45299	0.04634
1.45735	0.04167
1.46171	0.03490
1.47044	0.03072
1.47480	0.02669
1.47917	0.02476
1.48353	0.02008
1.48789	0.01735
1.49226	0.01284
1.50098	0.01026
1.50535	0.00430
1.51407	0.00381
1.51844	-0.00005
1.52280	-0.00231
1.52716	-0.00327
1.53153	-0.00440
1.53589	-0.00327
1.53589	-0.00569
1.53589	-0.00472
1.53589	-0.00198
1.53589	-0.00601
1.53589	-0.00392
1.53589	-0.00343
1.53589	-0.00472
1.53589	-0.00408
1.53589	-0.00488
1.53589	-0.00424
1.53589	-0.00553
1.53589	-0.00343
1.53589	-0.00633
1.54025	-0.00633
1.54025	-0.00440
1.54025	-0.00811
1.54025	-0.00327
1.54025	-0.00778
1.54462	-0.00649
1.54462	-0.00456
1.54462	-0.00424
1.55334	-0.00698
1.57080	-0.01004
1.57080	-0.01213
1.57080	-0.01068
1.57080	-0.01165
1.57080	-0.01036
1.57080	-0.01004
1.57080	-0.01149
1.57080	-0.01052
1.57080	-0.00859
1.57080	-0.00939
1.57080	-0.01004
1.57080	-0.00972
1.57080	-0.00859
1.57080	-0.00811
1.57080	-0.00843
1.57080	-0.00859
1.57080	-0.00794
1.57080	-0.00988
1.57080	-0.00746
1.57080	-0.00859
1.57080	-0.00649
1.57516	-0.00891
1.60570	-0.00537
1.61879	-0.00118
1.62316	0.00043
1.62752	0.00075
1.63625	0.00317
1.64497	0.00446
1.64934	0.00929
1.65806	0.01364
1.66243	0.01880
1.67115	0.02282
1.67552	0.02443
1.67988	0.02669
1.68424	0.03072
1.68861	0.03474
1.69297	0.04086
1.69733	0.04586
1.70606	0.04956
1.71042	0.05649
1.71479	0.06068
1.71915	0.06438
1.72351	0.07115
1.73224	0.08097
1.74097	0.08677
1.74533	0.09096
1.74969	0.09756
1.75406	0.10320
1.76278	0.11625
1.77151	0.12833
1.77587	0.13349
1.78460	0.14460
1.78896	0.14911
1.79333	0.15571
1.80205	0.16667
1.80642	0.17633
1.81514	0.18648
1.81951	0.20227
1.82823	0.20968
1.83260	0.22321
1.83696	0.22852
1.84132	0.23400
1.84569	0.24044
1.85005	0.25108
1.85441	0.25913
1.85878	0.26702
1.86314	0.27379
1.86750	0.28216
1.86750	0.28329
1.87187	0.29280
1.88059	0.30713
1.88496	0.31792
1.88932	0.32775
1.88932	0.33290
1.89368	0.33935
1.90241	0.35997
1.90677	0.37269
1.91114	0.37656
1.91114	0.38058
1.91550	0.38735
1.91550	0.39202
1.91986	0.39540
1.92423	0.40894
1.95041	0.46241
1.96786	0.51074
1.97222	0.52717
1.97659	0.52959
1.98095	0.54392
1.98968	0.56647
1.99840	0.58919
2.00713	0.61448
2.01586	0.63864
2.02895	0.67536
2.04204	0.70790
2.05076	0.73770
2.05513	0.75784
2.05949	0.77072
2.06822	0.79569
2.08131	0.82324
2.08567	0.84788
2.09003	0.86141
2.09440	0.87301
2.09876	0.88880
2.10749	0.90893
2.11185	0.93326
2.12058	0.95774
2.13367	0.99012
2.14239	1.02411
2.15112	1.04650
2.15548	1.07291
2.16421	1.09675
2.17293	1.12897
2.18166	1.16457
2.19475	1.20371
2.20348	1.23045
2.20784	1.25349
2.21220	1.27749
2.22093	1.30890
2.22966	1.33934
2.24275	1.38106
2.25584	1.42375
2.26893	1.47417
2.27765	1.52024
2.28638	1.55745
2.29511	1.58661
2.30383	1.61125
2.30820	1.63429
2.31256	1.65941
2.32565	1.69453
2.33001	1.72546
2.33438	1.74640
2.34310	1.76670
2.34747	1.78007
2.34747	1.79488
2.35183	1.81244
2.36056	1.83548
2.36492	1.85883
2.36928	1.87494
2.37365	1.88670
2.37801	1.90652
2.38237	1.92794
2.38674	1.94775
2.39110	1.96080
2.39546	1.97626
2.39983	2.00010
2.40855	2.02298
2.42164	2.06889
2.43910	2.13557
2.46091	2.22546
2.47837	2.28957
2.48273	2.30230
2.48273	2.29875
2.48273	2.30165
2.48273	2.30181
2.48273	2.30197
2.48273	2.30085
2.48273	2.30213
2.48273	2.30149
2.48273	2.30197
2.48273	2.30471
2.48273	2.30133
2.48273	2.30342
2.48273	2.30584
2.48273	2.30278
2.48273	2.30020
2.48273	2.30326
2.48273	2.30230
2.48273	2.30503
2.49146	2.34386
2.50455	2.38670
2.51764	2.43036
2.52636	2.46354
2.53509	2.48899
2.54382	2.51654
2.55254	2.54779
2.56563	2.58902
2.57436	2.63381
2.58745	2.66731
2.59181	2.69470
2.60054	2.71676
2.60490	2.73577
2.61363	2.76348
2.62236	2.79102
2.62672	2.81503
2.63545	2.83645
2.63981	2.85288
2.64417	2.86915
2.64854	2.88155
2.65290	2.89428
2.65726	2.90813
2.66163	2.92231
2.66599	2.93632
2.67035	2.95114
2.67472	2.96355
2.67908	2.97579
2.68344	2.98867
2.68781	2.99544
2.68781	2.99995
2.69217	3.01058
2.69653	3.01026
2.69653	3.02234
2.70090	3.03330
2.70526	3.03587
2.70962	3.05214
2.70962	3.05649
2.71399	3.06438
2.71399	3.06696
2.71835	3.06616
2.71835	3.07550
2.72271	3.08581
2.72708	3.09950
2.73144	3.10949
2.73580	3.11819
2.74017	3.12785
2.74453	3.13945
2.74889	3.15024
2.75326	3.15975
2.75762	3.16538
2.76198	3.17634
2.76635	3.18633
2.76635	3.19470
2.77071	3.19696
2.77507	3.20759
2.77507	3.21564
2.77944	3.22176
2.78380	3.23288
2.78816	3.23948
2.78816	3.24593
2.79253	3.25446
2.79689	3.26494
2.80125	3.27718
2.80562	3.28459
2.80562	3.28894
2.80998	3.30247
2.81434	3.31745
2.81871	3.32905
2.82307	3.34032
2.83180	3.35273
2.83616	3.36803
2.84052	3.38913
2.84489	3.40073
2.84925	3.40991
2.85361	3.42699
2.86234	3.44052
2.86670	3.44906
2.87107	3.46307
2.87543	3.46984
2.87979	3.48176
2.88416	3.49593
2.88852	3.50705
2.89725	3.53121
2.90597	3.54829
2.91034	3.55988
2.91470	3.56810
2.91906	3.57760
2.92343	3.58662
2.93215	3.59613
2.93652	3.60467
2.94088	3.61546
2.94524	3.61932
2.95397	3.62754
2.95833	3.63801
2.96270	3.64623
2.97142	3.65364
2.97579	3.66475
2.98015	3.67023
2.98451	3.67442
2.98888	3.68070
2.99760	3.68859
3.00197	3.69230
3.00633	3.69971
3.01069	3.71018
3.01942	3.71324
3.02378	3.71855
3.02815	3.72113
3.03251	3.72870
3.04124	3.73676
3.04560	3.73917
3.04996	3.73982
3.05869	3.74288
3.06305	3.75222
3.06742	3.75335
3.07178	3.75560
3.08051	3.75834
3.08051	3.75560
3.08487	3.75899
3.08923	3.75802
3.09360	3.76462
3.10232	3.76511
3.10669	3.76913
3.11105	3.77300
3.11978	3.77220
3.12850	3.77155
3.13287	3.76930
3.14159	3.77397
3.14596	3.76543
