Polarization of Light 'theta' Data File Wed, Jan 25, 2023 3:25 PM
Sensor Position (Radians)	Light Intensity (Volts)
0.52360	0.17504
0.52796	0.17053
0.52796	0.16715
0.53233	0.16216
0.53233	0.16167
0.53233	0.16103
0.53669	0.15878
0.54105	0.15765
0.54105	0.15169
0.54542	0.14927
0.54542	0.14798
0.54978	0.14508
0.54978	0.14573
0.54978	0.14202
0.55414	0.14106
0.55414	0.13638
0.55851	0.13928
0.55851	0.13526
0.55851	0.13413
0.56287	0.13171
0.56723	0.12881
0.56723	0.12350
0.56723	0.12624
0.57160	0.12398
0.57160	0.12092
0.57596	0.11528
0.58032	0.11673
0.58032	0.11254
0.58469	0.11126
0.58905	0.10755
0.59341	0.10095
0.59341	0.09950
0.59778	0.09853
0.59778	0.09466
0.60214	0.09305
0.60650	0.09177
0.61087	0.08484
0.61087	0.08613
0.61087	0.08597
0.61523	0.08226
0.61523	0.08049
0.61959	0.08065
0.61959	0.07566
0.61959	0.07662
0.62396	0.07501
0.62396	0.07646
0.62832	0.07050
0.63268	0.07147
0.63268	0.06567
0.63268	0.06760
0.63705	0.06486
0.64141	0.06325
0.64141	0.05826
0.64577	0.06068
0.64577	0.05504
0.65014	0.05423
0.65450	0.05101
0.65886	0.04811
0.66323	0.04795
0.66323	0.04183
0.66759	0.04247
0.67195	0.03716
0.67632	0.03957
0.67632	0.03410
0.68068	0.03442
0.68504	0.03345
0.68504	0.03265
0.68504	0.02701
0.68941	0.02959
0.69377	0.02717
0.69377	0.02637
0.69813	0.02524
0.70250	0.02073
0.70686	0.02089
0.70686	0.01815
0.71122	0.01702
0.71122	0.01686
0.71122	0.01702
0.71558	0.01573
0.71558	0.01106
0.71995	0.01267
0.71995	0.01042
0.71995	0.01412
0.72431	0.00945
0.72867	0.00961
0.72867	0.00929
0.73304	0.00720
0.73740	0.00784
0.73740	0.00381
0.74176	0.00800
0.74176	0.00510
0.74613	0.00204
0.75049	0.00108
0.75049	0.00204
0.75485	0.00124
0.75485	0.00092
0.75485	0.00059
0.75922	-0.00005
0.75922	-0.00070
0.75922	0.00059
0.75922	0.00124
0.75922	-0.00102
0.75922	-0.00327
0.75922	-0.00086
0.76358	-0.00118
0.76358	-0.00231
0.76794	-0.00682
0.77231	-0.00166
0.77231	-0.00666
0.77667	-0.00537
0.77667	-0.00585
0.77667	-0.00376
0.77667	-0.00778
0.77667	-0.00376
0.77667	-0.00746
0.77667	-0.00166
0.77667	-0.00633
0.77667	-0.00392
0.77667	-0.00311
0.77667	-0.00585
0.77667	-0.00472
0.77667	-0.00633
0.77667	-0.00714
0.77667	-0.00601
0.77667	-0.00553
0.77667	-0.00392
0.77667	-0.00682
0.77667	-0.00360
0.77667	-0.00472
0.77667	-0.00633
0.78103	-0.00343
0.78103	-0.00859
0.78540	-0.00521
0.78976	-0.00617
0.78976	-0.00811
0.79412	-0.00649
0.79849	-0.00923
0.80285	-0.00859
0.80721	-0.01100
0.80721	-0.00827
0.81158	-0.00746
0.81158	-0.01004
0.81594	-0.00988
0.82030	-0.00827
0.82467	-0.01262
0.82467	-0.00907
0.82903	-0.00811
0.82903	-0.01117
0.83339	-0.00875
0.83776	-0.01036
0.84212	-0.00956
0.84212	-0.00923
0.84648	-0.00698
0.84648	-0.00827
0.85085	-0.00585
0.85085	-0.00746
0.85957	-0.00633
0.85957	-0.00698
0.86394	-0.00343
0.86830	-0.00633
0.86830	-0.00504
0.87266	-0.00537
0.87266	-0.00343
0.87703	-0.00553
0.87703	-0.00327
0.88139	-0.00231
0.88139	-0.00182
0.88575	-0.00198
0.89012	-0.00005
0.89012	-0.00102
0.89012	0.00011
0.89448	-0.00118
0.89448	0.00398
0.89884	0.00043
0.89884	0.00204
0.89884	0.00204
0.90321	0.00494
0.90757	0.00510
0.91193	0.00865
0.91193	0.00688
0.92066	0.01074
0.92502	0.01090
0.92939	0.01525
0.92939	0.01251
0.93375	0.01735
0.93375	0.01477
0.93811	0.01702
0.94248	0.02250
0.94684	0.02427
0.95120	0.02024
0.95120	0.02427
0.95993	0.02975
0.96429	0.03410
0.96429	0.03249
0.96866	0.03587
0.97302	0.03651
0.97302	0.03893
0.97302	0.03845
0.97738	0.03877
0.97738	0.03861
0.98175	0.04521
0.98611	0.04392
0.98611	0.04843
0.99047	0.04650
0.99484	0.05278
0.99484	0.05327
0.99920	0.05439
0.99920	0.05472
1.00356	0.06035
1.00356	0.05987
1.00793	0.06100
1.00793	0.06438
1.01229	0.06261
1.01229	0.06358
1.01229	0.06197
1.01665	0.06486
1.01665	0.06905
1.02102	0.06793
1.02102	0.07099
1.02538	0.07469
1.02538	0.07131
1.02538	0.07356
1.02538	0.07421
1.02974	0.07775
1.02974	0.07775
1.03411	0.07904
1.03847	0.08387
1.03847	0.08355
1.03847	0.08436
1.04283	0.08645
1.04283	0.08709
1.04720	0.09193
1.05156	0.09257
1.05592	0.09724
1.05592	0.09708
1.06029	0.10030
1.06029	0.10417
1.06465	0.10530
1.06465	0.10449
1.06901	0.10820
1.06901	0.10658
1.06901	0.11271
1.07338	0.11158
1.07774	0.11496
1.07774	0.11561
1.08210	0.12092
1.08210	0.12092
1.08647	0.12479
1.08647	0.12608
1.09083	0.12430
1.09083	0.13123
1.09519	0.13365
1.09956	0.13204
1.09956	0.14734
1.10828	0.14057
1.10828	0.14412
1.11265	0.14895
1.11265	0.14879
1.11265	0.15088
1.11701	0.15346
1.11701	0.15153
1.12137	0.15636
1.12574	0.15829
1.12574	0.16216
1.13010	0.16522
1.13010	0.16377
1.13446	0.16941
1.13446	0.16796
1.13883	0.17424
1.14319	0.17569
1.14319	0.17972
1.14319	0.17907
1.14755	0.18197
1.14755	0.18374
1.15192	0.18664
1.15628	0.18793
1.16064	0.19566
1.16064	0.19792
1.16501	0.20082
1.16501	0.19888
1.16937	0.20549
1.17373	0.20742
1.17373	0.21048
1.17810	0.21274
1.17810	0.21548
1.18246	0.21805
1.18682	0.21870
1.19119	0.22788
1.19555	0.22756
1.19991	0.23255
1.20428	0.23738
1.20428	0.23964
1.20864	0.24189
1.20864	0.24640
1.21300	0.24721
1.21737	0.25269
1.22173	0.25526
1.22173	0.25704
1.22609	0.26171
1.23046	0.26251
1.23046	0.26493
1.23482	0.26686
1.23482	0.27202
1.23918	0.27121
1.23918	0.27427
1.24355	0.27959
1.24355	0.27685
1.24791	0.28297
1.24791	0.28249
1.24791	0.28377
1.25227	0.28957
1.25664	0.29167
1.26100	0.29634
1.26100	0.29747
1.26100	0.29618
1.26100	0.29892
1.26536	0.29940
1.26536	0.30085
1.26536	0.30085
1.26973	0.30327
1.26973	0.30794
1.27409	0.30616
1.27409	0.30681
1.27409	0.31148
1.27845	0.31019
1.27845	0.31374
1.27845	0.31374
1.28282	0.31712
1.28718	0.32340
1.28718	0.32211
1.29154	0.32340
1.29154	0.32759
1.29591	0.32823
1.30027	0.32952
1.30027	0.33274
1.30463	0.33355
1.30900	0.34080
1.30900	0.34209
1.31336	0.34499
1.31772	0.34885
1.32209	0.34869
1.32645	0.35610
1.33081	0.35981
1.33518	0.36077
1.33954	0.36415
1.33954	0.36818
1.34390	0.36979
1.34827	0.36995
1.34827	0.37817
1.35699	0.37672
1.35699	0.38236
1.36136	0.38413
1.36572	0.38622
1.37008	0.38880
1.37008	0.39234
1.37445	0.39412
1.37881	0.39734
1.38317	0.40024
1.38754	0.40072
1.39190	0.40394
1.39626	0.40797
1.40063	0.40910
1.40063	0.40958
1.40499	0.41135
1.40499	0.41522
1.40935	0.41779
1.40935	0.41876
1.41372	0.41941
1.41808	0.41957
1.42244	0.42553
1.42681	0.42553
1.42681	0.42762
1.43117	0.42955
1.43553	0.43213
1.43990	0.43342
1.44426	0.43278
1.44862	0.43696
1.45299	0.44163
1.46171	0.44244
1.46608	0.44614
1.46608	0.44566
1.47044	0.44824
1.47480	0.44953
1.47917	0.45082
1.48353	0.44921
1.48789	0.45629
1.48789	0.45339
1.48789	0.45517
1.48789	0.45291
1.48789	0.45404
1.48789	0.45082
1.48789	0.45662
1.48789	0.45436
1.48789	0.45339
1.48789	0.45500
1.48789	0.45146
1.48789	0.45259
1.48789	0.45307
1.48789	0.45275
1.48789	0.45436
1.48789	0.45162
1.48789	0.45388
1.48789	0.44518
1.48789	0.45484
1.48789	0.45500
1.48789	0.45388
1.48789	0.45194
1.48789	0.45243
1.48789	0.45517
1.49226	0.45227
1.49662	0.45629
1.49662	0.45404
1.50098	0.46306
1.50535	0.45565
1.50971	0.45839
1.51407	0.46032
1.51844	0.46064
1.52280	0.46161
1.52716	0.46386
1.53153	0.46209
1.53589	0.46451
1.54025	0.46225
1.54025	0.46370
1.54462	0.46403
1.54898	0.46386
1.55334	0.46435
1.55771	0.46660
1.56207	0.46531
1.56643	0.46676
1.57080	0.46660
1.57516	0.46612
1.57952	0.46821
1.58389	0.46564
1.58825	0.46644
1.59261	0.46596
1.59698	0.46338
1.60134	0.46467
1.60570	0.46483
1.61007	0.46161
1.61443	0.46354
1.61879	0.46145
1.61879	0.46032
1.62316	0.46016
1.62752	0.45855
1.62752	0.45903
1.63188	0.45678
1.63188	0.45774
1.63625	0.45388
1.64061	0.45404
1.64497	0.45468
1.64934	0.45372
1.64934	0.45323
1.65370	0.44840
1.65370	0.45082
1.65806	0.45082
1.65806	0.44840
1.66243	0.44743
1.66679	0.44582
1.67115	0.44244
1.67552	0.44099
1.67988	0.44260
1.67988	0.43986
1.68424	0.43745
1.68424	0.44067
1.68861	0.43551
1.69297	0.43358
1.69733	0.43390
1.70170	0.43020
1.70606	0.42520
1.70606	0.42746
1.71042	0.42537
1.71479	0.42504
1.71915	0.42279
1.72351	0.41876
1.72788	0.41731
1.72788	0.41506
1.73224	0.41200
1.73660	0.41022
1.74097	0.41071
1.74097	0.40394
1.74533	0.40604
1.74969	0.40217
1.75406	0.40249
1.75406	0.40136
1.75842	0.39943
1.75842	0.39637
1.76278	0.39444
1.76278	0.39444
1.76715	0.38816
1.77151	0.38977
1.77151	0.38864
1.77587	0.38510
1.77587	0.38429
1.78024	0.38461
1.78460	0.37769
1.78896	0.37495
1.79333	0.37430
1.79333	0.36818
1.79769	0.36979
1.80205	0.36351
1.80642	0.36335
1.80642	0.36013
1.81078	0.35546
1.81514	0.35626
1.81951	0.35078
1.82387	0.34676
1.82823	0.34499
1.83260	0.33935
1.83696	0.33661
1.84132	0.33387
1.84569	0.32662
1.85005	0.32453
1.85441	0.31841
1.86314	0.31277
1.86750	0.30729
1.86750	0.30778
1.87187	0.30278
1.88059	0.29473
1.88496	0.28941
1.88932	0.28845
1.88932	0.28716
1.89368	0.27959
1.89805	0.27588
1.90677	0.27089
1.91114	0.26702
1.91114	0.26316
1.91550	0.26010
1.91986	0.25671
1.92423	0.25559
1.92423	0.24995
1.92859	0.24528
1.93295	0.24463
1.93295	0.24157
1.93732	0.23948
1.94168	0.23158
1.95041	0.22772
1.95477	0.22047
1.96786	0.21000
1.97659	0.20017
1.97659	0.19985
1.97659	0.20066
1.97659	0.20146
1.97659	0.19792
1.98095	0.19518
1.98095	0.19502
1.98531	0.18970
1.98531	0.19131
1.98531	0.19244
1.98531	0.19067
1.98531	0.18938
1.98531	0.18761
1.98968	0.18374
1.99404	0.18262
1.99404	0.18117
1.99404	0.18342
1.99404	0.17988
1.99840	0.17666
1.99840	0.17762
1.99840	0.17730
2.00277	0.17134
2.00277	0.17376
2.00713	0.17070
2.01149	0.16425
2.01149	0.16296
2.01586	0.16087
2.02022	0.15894
2.02458	0.15282
2.02895	0.14927
2.03331	0.14073
2.03767	0.14363
2.03767	0.13928
2.04204	0.13928
2.04640	0.13155
2.05076	0.12930
2.05076	0.12833
2.05513	0.12302
2.05949	0.12076
2.06385	0.11818
2.06822	0.11706
2.07258	0.11013
2.07694	0.10352
2.07694	0.10546
2.07694	0.10224
2.07694	0.10497
2.08131	0.10272
2.08567	0.09692
2.09003	0.09563
2.09440	0.09273
2.09876	0.09048
2.09876	0.08516
2.09876	0.08806
2.09876	0.08548
2.09876	0.08468
2.09876	0.08806
2.09876	0.08597
2.09876	0.08484
2.09876	0.08597
2.09876	0.08581
2.09876	0.08645
2.09876	0.08548
2.09876	0.08532
2.09876	0.08532
2.09876	0.08613
2.09876	0.08581
2.09876	0.08838
2.09876	0.08355
2.09876	0.08597
2.09876	0.08677
2.09876	0.08548
2.09876	0.08484
2.09876	0.08629
2.09876	0.08645
2.09876	0.08291
2.10749	0.08178
2.11185	0.07888
2.11185	0.07775
2.11621	0.07227
2.12058	0.06921
2.12494	0.06728
2.12494	0.06470
2.12930	0.06567
2.13367	0.06084
2.13803	0.06052
2.13803	0.05536
2.14239	0.05423
2.14675	0.05359
2.15112	0.04827
2.15548	0.04537
2.15984	0.04264
2.16421	0.04070
2.17293	0.03796
2.17293	0.03458
2.18166	0.02927
2.18602	0.02395
2.19039	0.02363
2.19911	0.02073
2.20348	0.01928
2.20784	0.01880
2.21220	0.01364
2.21657	0.01267
2.22093	0.01219
2.22529	0.00720
2.22966	0.01477
2.23838	0.00349
2.24275	0.00301
2.24711	0.00188
2.25147	-0.00037
2.25584	-0.00086
2.26020	-0.00295
2.26456	-0.00311
2.26893	-0.00231
2.26893	-0.00649
2.27329	-0.00327
2.27329	-0.00649
2.27765	-0.00746
2.28202	-0.01294
2.28638	-0.01117
2.28638	-0.00859
2.29074	-0.00762
2.29074	-0.00762
2.29511	-0.00988
2.29511	-0.00972
2.29947	-0.00875
2.30383	-0.01068
2.30820	-0.00891
2.31256	-0.01036
2.31692	-0.00859
2.32129	-0.01068
2.32565	-0.00827
2.33001	-0.01004
2.33874	-0.00762
2.34310	-0.00859
2.35183	-0.00762
2.35619	-0.00682
2.36056	-0.00521
2.36056	-0.00521
2.36492	-0.00360
2.36928	-0.00215
2.37365	0.00059
2.37801	-0.00215
2.38237	-0.00118
2.38674	0.00301
2.39110	0.00381
2.39546	0.00317
2.39546	0.00510
2.39983	0.00736
2.39983	0.00591
2.40419	0.00897
2.40855	0.00800
2.41292	0.01042
2.41728	0.01300
2.42164	0.01155
2.42164	0.02282
2.42601	0.01590
2.43037	0.01912
2.43037	0.01960
2.43473	0.01896
2.43473	0.02105
2.43910	0.02105
2.43910	0.02266
2.44346	0.02814
2.44346	0.02765
2.44782	0.02653
2.45219	0.03072
2.45655	0.03281
2.46091	0.03281
2.46528	0.03990
2.46964	0.04280
2.47400	0.04167
2.47400	0.04425
2.47837	0.04666
2.47837	0.04747
2.48273	0.04553
2.48273	0.05101
2.48709	0.05101
2.49146	0.05423
2.49146	0.04924
2.50018	0.05907
2.50891	0.07002
2.51764	0.07260
2.52200	0.07904
2.52636	0.08097
2.53073	0.08661
2.53073	0.08500
2.53073	0.08758
2.53509	0.08758
2.53945	0.09338
2.53945	0.09434
2.53945	0.09483
2.54382	0.09853
2.54382	0.09998
2.54818	0.10369
2.55254	0.10449
2.55254	0.10981
2.55691	0.10900
2.55691	0.11528
2.56127	0.11512
2.56127	0.11689
2.56563	0.12076
2.57000	0.12624
2.57000	0.12495
2.57436	0.12704
2.57872	0.13204
2.58309	0.13864
2.58745	0.14460
2.59181	0.14524
2.59181	0.15056
2.59618	0.15056
2.60054	0.15588
2.60490	0.16006
2.60927	0.16554
2.61363	0.16925
2.61799	0.17827
2.62672	0.18487
2.63108	0.19051
2.63545	0.19647
2.63981	0.20259
2.64854	0.20855
2.65290	0.21499
2.65726	0.21757
2.65726	0.22401
2.66163	0.22530
2.66599	0.23255
2.67035	0.23819
2.67472	0.24222
2.68344	0.24946
2.68781	0.25752
2.69217	0.26026
2.69653	0.26525
2.70090	0.27121
2.70526	0.27411
2.70962	0.28055
2.71399	0.28587
2.71835	0.29151
2.71835	0.29602
2.72271	0.30246
2.72708	0.30343
2.73144	0.30794
2.73580	0.31502
2.74017	0.32147
2.74453	0.32098
2.74453	0.32566
2.74889	0.33081
2.75326	0.33435
2.75762	0.34031
2.76198	0.34466
2.76198	0.34692
2.76635	0.35078
2.76635	0.35223
2.77071	0.35417
2.77507	0.35964
2.77944	0.36351
2.77944	0.36995
2.78380	0.37221
2.78816	0.37688
2.78816	0.37865
2.79253	0.38526
2.79689	0.38622
2.80125	0.39202
2.80125	0.39379
2.80562	0.39959
2.80998	0.40217
2.80998	0.40265
2.80998	0.40378
2.81434	0.40829
2.81434	0.40749
2.81871	0.41264
2.81871	0.41586
2.82307	0.41683
2.82307	0.42263
2.82743	0.42553
2.82743	0.42359
2.82743	0.42633
2.83180	0.42537
2.83180	0.42875
2.83616	0.43374
2.84052	0.43326
2.84052	0.43648
2.84052	0.43986
2.84489	0.44035
2.84925	0.44985
2.85361	0.44937
2.86234	0.46129
2.86670	0.46692
2.86670	0.46564
2.86670	0.46644
2.86670	0.46515
2.86670	0.46515
2.86670	0.46531
2.86670	0.46435
2.86670	0.46483
2.86670	0.46531
2.86670	0.46419
2.86670	0.46451
2.86670	0.46290
2.86670	0.46692
2.86670	0.46596
2.86670	0.46564
2.86670	0.46419
2.86670	0.46435
2.86670	0.46499
2.86670	0.46306
2.86670	0.46386
2.86670	0.46161
2.86670	0.46773
2.86670	0.46580
2.87107	0.46370
2.87107	0.46644
2.87107	0.46741
2.87107	0.46805
2.87543	0.46870
2.87979	0.47321
2.87979	0.47224
2.87979	0.47433
2.88852	0.48142
2.88852	0.48255
2.89288	0.48819
2.89725	0.48819
2.90161	0.49221
2.90161	0.49560
2.90597	0.49511
2.90597	0.50204
2.91034	0.50172
2.91470	0.51106
2.91906	0.50848
2.92343	0.51702
2.92779	0.51847
2.92779	0.51928
2.92779	0.51702
2.93215	0.52411
2.93652	0.52411
2.93652	0.52701
2.94088	0.52942
2.94524	0.53458
2.94524	0.53410
2.94961	0.53667
2.95397	0.53796
2.95397	0.54408
2.96270	0.54569
2.97142	0.55423
2.98015	0.55971
2.98451	0.56261
2.98888	0.56776
2.99760	0.57082
3.00197	0.57356
3.00197	0.57324
3.00633	0.57727
3.01069	0.57743
3.01069	0.58161
3.01506	0.58178
3.01942	0.58403
3.01942	0.58548
3.02378	0.58725
3.02815	0.58741
3.02815	0.58870
3.03251	0.59176
3.03687	0.59531
3.04124	0.59402
3.04560	0.59772
3.04996	0.59772
3.04996	0.59708
3.05433	0.60062
3.05433	0.60111
3.06305	0.60143
3.06305	0.60545
3.06742	0.60401
3.06742	0.60529
3.07178	0.60755
3.07614	0.60803
3.07614	0.61174
3.08051	0.60868
3.08051	0.60819
3.08487	0.61206
3.08923	0.60997
3.09360	0.61351
3.09360	0.61190
3.09796	0.61238
3.10232	0.61431
3.10669	0.61448
3.11105	0.61415
3.11105	0.61464
3.11978	0.61480
3.12414	0.61560
3.12850	0.61625
3.13287	0.61593
3.13287	0.61576
3.13723	0.61737
3.14159	0.61609
3.14596	0.61689
